Reviewer Name,Review Date,Star Rating,Review Text,Total Reviews by Reviewer,Total Photos by Reviewer,Is Local Guide,Number of Images,Image URLs,Price per Person,Food Rating,Service Rating,Atmosphere Rating,Recommended Dishes
Jordan Downes,3 years ago,4,"Quite surprised with the steak!

Good overall. Queit friendly place to eat with good prices. I had the simple steak (steak and chips) you get a drink within the price I had a coffee (Free refills), the steak and drink was only £10.60. Ordered the steak Meduim rare it came more rare but I don't mind it that way. I was suprised because the steak was actually really good quality and tasted really nice very good meal for the price I would recommend the steak.",6,14,True,2,"https://lh5.googleusercontent.com/p/AF1QipPJH-wF2H4Xs2w3Sfv8AsJJ7UHjkJwJ012UNLW1=w450-h675-p-k-no,https://lh5.googleusercontent.com/p/AF1QipP2nqg3WQduG_rLSTJz1IW67A_O0zAuD5GdWCQ3=w450-h675-p-k-no",Not found,Not rated,Not rated,Not rated,Not found
Stephanie,4 months ago,3,"It's a Whetherspoons. What more can I say? Apart from unusually, you don't have to walk miles, go down into the basement, or climb through the back of a wardrobe to get to the loos.

Personally, I wouldn't choose to go to a Whetherspoons, but it was a colleague's leaving drinks.",38,21,True,0,,Not found,Not rated,Not rated,Not rated,Not found
David Whalley,2 years ago,4,"Whilst I’m sure you can fault Wetherspoons for many things, you really cannot beat it on price. With many pints on offer for ~£2 and plenty of dinners for ~£5, ‘spoons will always be a safe option. Decent service, plenty of seating, tables reliable sticky",315,1345,True,1,https://lh5.googleusercontent.com/p/AF1QipMJg0m9jnEOmJXdftVnW9fjHX5Dmuea8ZigR-e3=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Paul Walker,a year ago,3,"It's just a spoons, you know what you're getting. Not the worst but not the best 🤷‍♂️. Visited purely for the convenience, food was alright but everytime I got a mixed grill it was different 🤣 …",14,20,True,1,https://lh5.googleusercontent.com/p/AF1QipPP_EOMajmAvFJeyJ4Z4D0gQ7Ojsw6VRk0O1699=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Andrew Mustin,4 months ago,5,"Great mix of people, not dominated by one demographic or socio-economic group. Real ales kept well, great value for money.",12,No photos count,False,0,,£10–20,Not rated,Not rated,Not rated,Not found
lee woods,4 months ago,5,We like this place .amazing staff .fab service .great choice if ales . Love sitting out the front watching all the characters  going by,359,336,True,0,,£1–10,5,5,5,Not found
james kirkby,2 weeks ago,5,"Good pub! Food was slightly greasy, but otherwise a good establishment!",16,No photos count,False,0,,Not found,4,5,5,Not found
Mark Draper,5 months ago,5,I really enjoy my pint of Leffe here. Yes Leffe! On draught. Served in a chalice. Chilled. Outstanding. Good bar staff. Great service and unbelievable value for money. Keep it up folks. 👍 …,41,5,True,0,,Not found,Not rated,Not rated,Not rated,Not found
cameron pollock,4 years ago,5,"Just at the end of the curry mile and what a great pub and fantastic chilled feel about it, the food was amazing one of the best pizzas i have tasted. Great food and beer, friendly staff.",34,81,True,4,"https://lh5.googleusercontent.com/p/AF1QipPNrSvg5bRpFtRcB3g7Nt--Hoi16_F2grs4OJMI=w450-h338-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNI5B7rEB2foAOCMhrfVgtantVrJDYrxOPmlmrC=w450-h338-p-k-no,https://lh5.googleusercontent.com/p/AF1QipN4TuWZS6ZeA6eR8v9EJ81CgsppalPGRe5Zqt8f=w450-h338-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOiZKruUO7_zXHHS6NKG4DXjXVe8ovZCDgnNEgq=w450-h338-p-k-no",Not found,Not rated,Not rated,Not rated,Not found
Sammy,8 months ago,1,"I visited your pub and was appalled by the service demonstrated by the manger on duty.

We ordered our food around 6:10pm and was told by our server that there was a 25 minute wait on food which was fine. We had a gig to go to for 7pm but didn’t mind being a little late.

After waiting 40 minutes and no sign of our food I decided to try to find out how long it would be. I asked the manager on duty who was serving drinks behind the bar. Before I could say anything he rudely said ‘If you want to know how long your food will be there is a 30 minute wait on food. I told him but ours was over 40 minutes and he abruptly chimed in with ‘I said at LEAST 30 minutes.’ I said can you find out how long it will take and his response was No all he can see is the information on the screen. I asked if he couldn’t just go and speak to the kitchen to find out as all I wanted was a rough eta. He then rudely went ‘Fine’. After returning  his responses was ‘About 5 minutes could be less could be more’.

Our food arrived about 2 minutes later. I did have to return with my burger as there was no tennesse sauce with it. We ate the food which was Luke warm at best but after the unhelpful manner from the manager we didn’t bother complaining as we lost all faith in him.

Please could you respond with what action will be taken to make sure customers aren’t treated so rudely.

On a positive the lady that served me was pleasant and apologetic and had great customer service skills",12,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
