Reviewer Name,Review Date,Star Rating,Review Text,Total Reviews by Reviewer,Total Photos by Reviewer,Is Local Guide,Number of Images,Image URLs,Price per Person,Food Rating,Service Rating,Atmosphere Rating,Recommended Dishes
Mary Jane,3 years ago,5,"Food today was about as good as a Wetherspoon's gets, but really want to say thanks to the young server (small, long blonde pony tail, tattooed arms and a septum ring) for being extra helpful today! Credit to the whole place!",44,26,True,0,,Not found,Not rated,Not rated,Not rated,Not found
philip,11 months ago,5,Very good place to eat and drink also cheap prices,21,5,False,0,,Not found,Not rated,Not rated,Not rated,Not found
ian heap,a year ago,5,Had one of our best ever breakfasts at JDW with several mugs of coffee,228,83,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Mark Gowans,a year ago,5,Good old reliable Wethersppons great prices and check out the managers specials on the counter from time to time really cheap.Altough the place is looking a little tired could do with a make over.,66,3,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Neil Jebb,5 years ago,5,Slight issue with food which was instantly rectified and met the high standards of the rest of it.   Due to the promptness its a high scale 5.  Management made sure it was dealt with and even checked i was satisfied with it,205,169,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Seb Thornhill,a year ago,5,Don't serve alcohol till 9. But I saw someone get served at 8.59! I looked like an alcoholic waiting outside until the clock struck.,19,No photos count,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Martin Lindley,3 years ago,5,I had a breakfast here with unlimited coffee refills. Total price was just over £5. Amazing value and pretty decent food too.,101,380,True,0,,Not found,Not rated,Not rated,Not rated,Not found
richard jackson,4 years ago,5,Friendly and rapid service. Special price for two meals allows us to eat out more often than we would otherwise be able.,129,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
owen carey,5 years ago,5,"Very nice place. Great food and a great price.
Good service from the staff. You can order via the mobile app which is an added convenience.",2,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Barry Waterworth,a year ago,5,Lovely meal with family nice drinks and friendly staff. Prices bob on couldn't it,34,No photos count,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Emma Gallagher,4 years ago,5,Cheap and cheerful! Friendly staff and the food is reasonable for what you pay for it. Some great deals on drinks to be had.,61,28,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Vampire Squid (VampireSquidRL),2 years ago,5,Great service and great food. Staff were fantastic and overall experience was amazing in the current situation.,10,1,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Gungho Gungho,9 months ago,5,Nice quiet place to chat and eat .. some nice beers too ..,127,79,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Sharon Berry,a year ago,5,Very good food and atmosphere  also very clean.,32,No photos count,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Mavis Chapman,3 years ago,5,"Suitable for all adult ages. Large selections  of all drinks. Friendly  staff  and atmosphere.  Goid selection of food if wanted, all good prices.",15,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Michael West,4 years ago,5,Couldn't decide on hot or cold drinks so had both .,138,228,True,1,https://lh5.googleusercontent.com/p/AF1QipPJhmhEh28USUdQ-t8joNs9U5986Va2xTooJR8W=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
David Garner,4 years ago,5,Had a good meal and some great draft beers two nights running we were working on site installing a six barral micro brewery across the square.,11,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Dronnie Uk,5 months ago,5,Fast service and friendly staff,28,5,True,0,,Not found,Not rated,Not rated,Not rated,Not found
David Roberts,2 years ago,5,Brilliant service food was great beutifull. And very friendly helpful staff as always,29,1,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Kelly Burgess,5 months ago,5,Food and service is great,7,1,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Denise Longhurst,2 years ago,5,Excellent food and very good service also nicely priced,3,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Fez Lawrence,a year ago,5,Probably the fastest table service I've ever had at a weatherspoons using the app when the pub was busy as hell!,95,94,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Elsie McGovern,5 years ago,5,Food very  good  value  staff pleasant. Gets a good crowd  in for there special  nights,7,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Jane Walsh,2 years ago,5,Staff very helpful and polite - food up to usual standard - really enjoyable evening,5,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Megan.lizard,4 years ago,5,"Good service, ability to order through a mobile app is great for anyone who is socially awkward. Great staff and atmosphere, a good place for cheap food, drinks and a catchup.",40,39,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Billy Busman,a year ago,5,"Excellent place, good staff, nice food and drink.
Nice surrounding",92,33,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Darren Bennett,3 years ago,5,This place is always good for food and cheap beer a great place to chat with your friends only down fall the toilet is upstairs.,101,No photos count,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Douglas Pennington,6 months ago,5,Friendly staff. Great location.,6,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Jayne Berry,a year ago,5,Great food at Great prices and staff are lovely too,13,No photos count,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Ian Lomax,2 years ago,5,Excellent bar and good service and the food was ok and quite reasonable,234,606,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Alex Kinner,9 months ago,5,Myself and my wife had dinner and a drink for under £20 bargain.,41,93,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Amber Pants,6 years ago,5,Really nice food and if you are with a group of cocktail drinkers its a good deal for 2 pitchers for £10!,33,1,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Brett Price,a year ago,5,"Exactly what you expect from a Wetherspoons. Cheap beer, no music and decent food",59,74,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Megan Holland,5 years ago,5,"Lovely staff! Good, cheap food and beer. Nice and cosy too.",4,No photos count,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Ged Williams,6 years ago,5,My local of 7yrs service up and down just like any other local cheep and good beer management 😆but it is a good warm and a good crack …,1,3,False,0,,Not found,Not rated,Not rated,Not rated,Not found
steven kay,5 years ago,5,"This place is brilliant. food Exellent, service very good, staff very helpful and very reasonably priced.",49,92,True,0,,Not found,Not rated,Not rated,Not rated,Not found
