Reviewer Name,Review Date,Star Rating,Review Text,Total Reviews by Reviewer,Total Photos by Reviewer,Is Local Guide,Number of Images,Image URLs,Price per Person,Food Rating,Service Rating,Atmosphere Rating,Recommended Dishes
Iain Ridewood,2 months ago,5,Didn't have food but the Cider was lovely. Great prices and plenty of tables and chairs.,91,62,True,0,,£1–10,Not rated,5,5,Not found
Rich Bromley,a year ago,2,"No Stella, Punk, Coors, San Miguel.  No breakfast menu and a reduced menu all in all a bad experience.......oh and one person serving at the bar on a Friday afternoon when the manager should know they're going to be busy!",34,17,True,1,https://lh5.googleusercontent.com/p/AF1QipOw5upI9AEItC5N-cCkUgux75bTOnil39vuw6l9=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
McKenzie Kennedy,2 months ago,5,Love this place food isn't the best but its weatherspoons so u get what u pay for lol,17,1,True,0,,Not found,4,3,5,Not found
Ste Ryan,a month ago,5,Usual great food and drink in a Spoons. Helpful staff 👍,65,14,False,0,,Not found,5,5,5,Not found
tracy mcdonald,6 months ago,5,"Great place,foods lovely fab prices! Really nice atmosphere spent the afternoon in there and was very relaxed.will be going again in a weeks time x",11,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Clough Reviews,2 years ago,5,Always a winner.  Great prices and quiet enough to have a good catch up.  This is the first place to start a good night off in City centre Manchester,157,432,True,2,"https://lh5.googleusercontent.com/p/AF1QipOzBNP6tzb1c_GiniHjy3acgNvpYNLyGc8eob_0=w450-h675-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOIaTUN8AdjL_Y8kDsrx0f1Cc5JdvOEkEvkDC1V=w450-h675-p-k-no",Not found,Not rated,Not rated,Not rated,Not found
Pointy 1986,2 years ago,5,"First of all I might remind readers that I haven't had a drink in 7 years and yet i still enjoy a good night out.
This weekend are Disney themed stag party visited the Seven Stars In The Printworks Manchester City and was greeted by a fantastic staff happy to serve surprisingly high Spirits for the long night they were pulling surrounded by drunk people lol the door staff fantastic professional and had a great chat with them outside 'yes i was buzz lightyear''

Glasses were being collected constantly tables tidied even the manageress sorting out chairs at 1:30 in the morning still with a smile on her face while people were still moving them around a true passion for the job hats off to the team at the Seven Stars Manchester",215,424,True,1,https://lh5.googleusercontent.com/p/AF1QipMRX1u8o_rtQ-KcSHgP3eL0LrLkbHkWDVmkcTsP=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Kath Hayes,5 months ago,5,"We only when in for some toast, and a drink, my knock over his drink, i ask for a cloth to clean it up, the waitresses wouldn't let she cleaned it up  and even got him a refill, ready shows that the staff care, will go back for something to eat, as the staff made you feel welcome, would give staff 5+",81,4,False,0,,£1–10,4,5,5,Not found
Maxine P,a year ago,5,"Fabulous place to eat, food was good/hot/tasty. As usual Wetherspoons doesn't disappoint in their menu and prices.",180,196,True,1,https://lh5.googleusercontent.com/p/AF1QipNKIYazjDMDQ3EyXhaysvkwbHKnOkifwuOzLDSo=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Neil ien,2 weeks ago,5,Good place.. like all wetherspoons lacks atmosphere with no music.,149,1,True,0,,£20–30,5,5,2,"Steak and Frites, Great Pizza, Mixed Grill"
Maxwell Taylor,3 months ago,4,Food was good but not everything was available (pretty rare).,30,18,True,0,,Not found,4,5,Not rated,Not found
Lewis Humphreys,4 years ago,4,"If you are looking for contemporary decor, fancy flaming cocktails and michelin star food this is not your place. But if you want a couple of pints or some pub grub on a budget this might be your destination. I had a meal and a decent pint for under £6. The food is not restaurant quality but it usually comes out quick and it hit the spot, also for the price you can't go wrong.",53,62,True,1,https://lh5.googleusercontent.com/p/AF1QipPcbUOUaGOjY3Y0BJbDUErGoXoS31vsTRD_9JvY=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Rosalind carden,7 months ago,3,"Went for a birthday meal, it was very busy and noisy. Moved upstairs so we could find a better table. Food was average, if you want a drink you can get one with the meal but have to pay a little extra. 😏 …",46,207,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Angelica Rosebud,6 months ago,2,"Customer service sadly lacking.

Staff chatting to one another instead of serving customers on two occasions.
Kept me waiting for over 5 mins before serving me even though there was nobody else waiting to be served.

Some staff members rude & unfriendly.

Wont be going into that place again .....spend my money elsewhere.",29,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
